id,author,text,created_at,retweets,favorites,hashtags,is_retweet,place,main_emotion_label,main_emotion_score,second_emotion_label,second_emotion_score
1888053128202731642,Kei's  Food Facts,"Co workers on that shit again 
Let's Go Eagles #Eagles #Chiefs #SuperBowl https://t.co/3M5HmXwvyR",2025-02-08 02:31:58,0,0,"[""Eagles"", ""Chiefs"", ""SuperBowl""]",0,,fear,0.9348710179328918,anger,0.04843442887067795
1888053152236061155,Sportskeeda Pro Football,Joe Burrow is picking this team to win Super Bowl LIX! 🏆🔥🏈 #KansasCityChiefs #SuperBowlLIX #ChiefsKingdom #PatrickMahomes #NFL #GameDay #Trending #Viral #FYP #CincinnatiBengals #JoeBurrow#SuperBowl https://t.co/j2xAa27KEn,2025-02-08 02:32:04,0,0,"[""KansasCityChiefs"", ""SuperBowlLIX"", ""ChiefsKingdom"", ""PatrickMahomes"", ""NFL"", ""GameDay"", ""Trending"", ""Viral"", ""FYP"", ""CincinnatiBengals""]",0,,fear,0.8312658667564392,anger,0.11481241881847382
1888053363897401685,BettingWithJ314🔮👑,"🤐🥶

Chiefs wacking anchors and freezing bodies 

Philadelphia planes are crashing left and right. 

Chiefs three peat in the bag 🛍️ 

#SuperBowl 
#chiefskingdom 
#threepeat https://t.co/ZogEKjA2J4",2025-02-08 02:32:54,0,1,"[""SuperBowl"", ""chiefskingdom"", ""threepeat""]",0,,fear,0.5923253297805786,anger,0.356523722410202
1888054298837402085,naturelovegift,"🔥 Chiefs Kingdom, it’s almost time! 🔥
Kansas City is headed to the Super Bowl, and you know what that means—it’s time to gear up and get ready to celebrate like champions! 🏆❤️💛
Rep your team with these must-have items (below)🙌 #ChiefsKingdom #RunItBack #NFL #SuperBowlLIX https://t.co/MEN0I0Vdl2",2025-02-08 02:36:37,0,0,"[""ChiefsKingdom"", ""RunItBack"", ""NFL"", ""SuperBowlLIX""]",0,,joy,0.5368538498878479,fear,0.2098681628704071
1888054377274863857,215Hockey,"Holy F*ck, I want to run through a brick wall. #GoBirds #FlyEaglesFly  #avengers #SuperBowl https://t.co/ADzQ1KWjKU",2025-02-08 02:36:56,0,0,"[""GoBirds"", ""FlyEaglesFly"", ""avengers"", ""SuperBowl""]",0,,fear,0.8709296584129333,anger,0.09434124827384949
1888055707913671067,Jacob Gilmore,Friday night before #SBLIX and I am rewatching SB LII with @NickFoles. There’s no other way. #FlyEaglesFly,2025-02-08 02:42:13,0,0,"[""SBLIX"", ""FlyEaglesFly""]",0,,fear,0.950283944606781,joy,0.0233443770557642
1888056038777032787,Patrick Creighton,Are you going to be butthurt like “Jerome” if the #chiefs win the #SuperBowl? #AREA45 @sportsradio610 https://t.co/eXl9PxZ0Fx,2025-02-08 02:43:32,4,3,"[""chiefs"", ""SuperBowl"", ""AREA45""]",0,,anger,0.5226534605026245,fear,0.3180128037929535
1888056105399451884,KDB,"Mis 8️⃣ jugadas exóticas para este #SuperBowl  !!! 

Tomen lo que les guste si apuestan algún regálenme un RT 🔁 TODAS son analizadas y nada al azar, espero les sean de utilidad 💰 

#ChiefsKingdom #FlyEaglesFly https://t.co/xt91Mc6ZUW",2025-02-08 02:43:48,5,13,"[""SuperBowl"", ""ChiefsKingdom"", ""FlyEaglesFly""]",0,,fear,0.9460378289222717,anger,0.03374040499329567
1888056234210635980,White Rabbit Jedi🇺🇸,"How my Trump dances will we see at the Super Bowl?

#FlyEaglesFly #ChiefsNation #ChiefsVsEagles #SuperBowl",2025-02-08 02:44:19,0,0,"[""FlyEaglesFly"", ""ChiefsNation"", ""ChiefsVsEagles"", ""SuperBowl""]",0,,fear,0.9266935586929321,anger,0.027996057644486427
1888056905999811069,thehawaiiguy,"#SuperBowl #TaylorSwift #Chiefs #Mahomes 
USA TODAY: $8M Super Bowl commercials reflect NFL's endless growth, Swift effect

Taylor Swift’s presence may put this Chiefs-Eagles battle atop the Super Bowl ratings pile for a second consecutive year.

https://t.co/Yji2ZzsKoi",2025-02-08 02:46:59,0,1,"[""SuperBowl"", ""TaylorSwift"", ""Chiefs"", ""Mahomes""]",0,,fear,0.9297823309898376,anger,0.03849748522043228
1888057912003604953,The Paulie and Tony Fusco Show,"OUR PLAN TO HELP THE EAGLES WIN - PT. 2

#FlyEaglesFly #SuperBowl #NFL #SuperBowlLIX #ChiefsKingdom https://t.co/YjLTJayUA4",2025-02-08 02:50:59,0,0,"[""FlyEaglesFly"", ""SuperBowl"", ""NFL"", ""SuperBowlLIX"", ""ChiefsKingdom""]",0,,fear,0.8023682236671448,joy,0.08505280315876007
1888058169600962781,IllinoisCasey,Who's winning this weekend? #superbowl #SuperBowlLIX .#nfl #Chiefs #Eagles  the,2025-02-08 02:52:00,0,1,"[""superbowl"", ""SuperBowlLIX"", ""nfl"", ""Chiefs"", ""Eagles""]",0,,fear,0.829106867313385,anger,0.09072978049516678
1888058226836451372,Coach Breeze,Finally being forced to talk about this game against my will #nfl #SuperBowlLIX #flyeaglesfly #chiefskingdom  #raisehail https://t.co/nmmdZzcoGN,2025-02-08 02:52:14,0,4,"[""nfl"", ""SuperBowlLIX"", ""flyeaglesfly"", ""chiefskingdom"", ""raisehail""]",0,,anger,0.6659995913505554,fear,0.13963590562343597
1888059017391448251,GIRL MOM 🏆,"#nothingtohide
Filterless smiles 

#SuperBowlLIX  
#Trending
#SuperBowl 
#flyeaglesfly 
#ChiefsVsEagles
#ChiefsNation
#superbowl https://t.co/A0uesp6FMg",2025-02-08 02:55:22,0,2,"[""nothingtohide"", ""SuperBowlLIX"", ""Trending"", ""SuperBowl"", ""flyeaglesfly"", ""ChiefsVsEagles"", ""ChiefsNation"", ""superbowl""]",0,,fear,0.6499917507171631,joy,0.205291748046875
1888060006169260126,Stocks and Sports,"Super Bowl Sunday is almost here, who y’all got? 
I know who I got, and I’m not too pumped about it but I’m done betting against them…

#SuperBowlLIX #chiefskingdom #flyeaglesfly #birds #Philadelphia #KansasCityChiefs #NFL #Football #Ball #sportsbettingpicks https://t.co/cfpsst6ADu",2025-02-08 02:59:18,0,1,"[""SuperBowlLIX"", ""chiefskingdom"", ""flyeaglesfly"", ""birds"", ""Philadelphia"", ""KansasCityChiefs"", ""NFL"", ""Football"", ""Ball"", ""sportsbettingpicks""]",0,,fear,0.8724610805511475,anger,0.09162084758281708
1888060189317685393,3DownNation,"Philadelphia Eagles’ DB Sydney Brown proud to be lone Canadian in Super Bowl LIX

https://t.co/t6RnQpB4cF

(H/T @TSNDaveNaylor)

#NFL #Eagles #FlyEaglesFly #SuperBowl https://t.co/Wf57Wu31yi",2025-02-08 03:00:02,1,3,"[""NFL"", ""Eagles"", ""FlyEaglesFly"", ""SuperBowl""]",0,,fear,0.822446882724762,joy,0.08334441483020782
1888060509536272662,FanatiCity,"🦅 A New Era in Philly! Rep Kenny Pickett #7 with this vintage Philadelphia Eagles tee! 🏈🔥 Show your support for the newest QB in town! 💚💪

🔥 Grab yours now: https://t.co/pkYLPdL8Yc

#FlyEaglesFly #KennyPickett #EaglesNation #PhillyFootball #GoBirds #NFL https://t.co/iDTo2HAZMM",2025-02-08 03:01:18,0,0,"[""FlyEaglesFly"", ""KennyPickett"", ""EaglesNation"", ""PhillyFootball"", ""GoBirds"", ""NFL""]",0,,fear,0.9379293918609619,anger,0.02618778496980667
1888060685269221825,InforMania,"The Ultimate Chicken Wings Recipes Cookbook
https://t.co/TIyUXaDhrU
#SuperBowlLIX #biggame #football #espn #chiefs #eagles #neworleans #today #nfl #gopats #pats #chickenwings #foodie #recipes #tailgating #barbeque #grilling #cooking https://t.co/mnvtrUSt00",2025-02-08 03:02:00,0,0,"[""SuperBowlLIX"", ""biggame"", ""football"", ""espn"", ""chiefs"", ""eagles"", ""neworleans"", ""today"", ""nfl"", ""gopats"", ""pats"", ""chickenwings"", ""foodie"", ""recipes"", ""tailgating"", ""barbeque"", ""grilling"", ""cooking""]",0,,joy,0.7712066173553467,anger,0.13878203928470612
1888060731989299606,HeatOveride,"Check out our latest #podcast in which we covered the #sportsbets for #SuperBowlLIX    . Time and join us as we #BringThePain to the #slates. #OoohYeah 
#DrRoto #nfl    #nflfootball #chiefs #eagles",2025-02-08 03:02:11,1,2,"[""podcast"", ""sportsbets"", ""SuperBowlLIX"", ""BringThePain"", ""slates"", ""OoohYeah"", ""DrRoto"", ""nfl"", ""nflfootball"", ""chiefs"", ""eagles""]",0,,fear,0.6192454099655151,anger,0.28484684228897095
1888061198886912027,FanatiCity,"🏆 Super Bowl Showdown! 🔴💛💚 Celebrate the iconic battle between the Kansas City Chiefs and the Philadelphia Eagles with this signature tee!

🔥 Grab yours now: https://t.co/Ke0Zkm29rL

#SuperBowl #ChiefsKingdom #EaglesNation #KCChiefs #FlyEaglesFly #SuperBowlChamps https://t.co/s6os8pwHJ8",2025-02-08 03:04:02,0,0,"[""SuperBowl"", ""ChiefsKingdom"", ""EaglesNation"", ""KCChiefs"", ""FlyEaglesFly"", ""SuperBowlChamps""]",0,,fear,0.8811744451522827,joy,0.05400051549077034
1888061431200784597,MenAreStillGood🇺🇸,"@Dawsonsmiith GIVE IT TO ME!!!!  I GOT TO HAVE IT!!!

LFG!!!

#SBLIX 
#FlyEaglesFly",2025-02-08 03:04:58,0,0,"[""SBLIX"", ""FlyEaglesFly""]",0,,fear,0.45371702313423157,surprise,0.2043139785528183
1888062055267320257,Savage Planet,"🏈🏈🏈SPORTS BOOKS FOR SUPER BOWL WEEKEND IN LAS VEGAS🏈🏈🏈

https://t.co/Mln6L73b1v

#NEWS #BREAKINGNEWS #VEGAS #LASVEGAS #NEVADA #SuperBowl #SuperBowlLIX #football #NFL #Eagles #Chiefs #NewOrleans #Louisiana",2025-02-08 03:07:27,0,0,"[""NEWS"", ""BREAKINGNEWS"", ""VEGAS"", ""LASVEGAS"", ""NEVADA"", ""SuperBowl"", ""SuperBowlLIX"", ""football"", ""NFL"", ""Eagles"", ""Chiefs"", ""NewOrleans"", ""Louisiana""]",0,,fear,0.9370187520980835,anger,0.0272951852530241
1888062652703740321,The SportsCage,"Farhan Lalji @FarhanLaljiTSN breaks down the strategies the Philadelphia Eagles must use to successfully knock off the Kansas City Chiefs

Check out the full interview here: https://t.co/tgfWZ67lJt
#NFL #SuperBowl #SuperBowlLIX #FlyEaglesFly #ChiefsKingdom https://t.co/h0GKTwEn6b",2025-02-08 03:09:49,1,2,"[""NFL"", ""SuperBowl"", ""SuperBowlLIX"", ""FlyEaglesFly"", ""ChiefsKingdom""]",0,,fear,0.8543957471847534,anger,0.07013213634490967
1888062718634021164,𝗙𝗼𝗼𝘁𝗯𝗮𝗹𝗹 𝗚𝗮𝗿𝗯𝗮𝗴𝗲𝗧𝗶𝗺𝗲,"Join @RyanWhitfieldNE, @Dee_Middy  &amp; I on the🆕Football Garbage Time #NFL #Podcast🎙️as we discuss keys to #SuperBowlLIX for the #Chiefs &amp; #Eagles, discuss Prop Bet Picks💰 &amp; MORE!😎

https://t.co/FZYJTJnri0

""Waste Time With Us!""™️

Also on Spotify!🎶

#FlyEaglesFly",2025-02-08 03:10:05,4,4,"[""NFL"", ""Podcast"", ""SuperBowlLIX"", ""Chiefs"", ""Eagles"", ""FlyEaglesFly"", ""ChiefsKingdom""]",0,,fear,0.5142562389373779,joy,0.23771515488624573
1888063072054468761,Jacob Goldberg,Are you guys going to watch the #SuperbowlLIX for Sailor Drift @taylorswift13 or President Trump @POTUS #NFL he is going to show off in front of the hot chick #ChiefsKingdom #FlyEaglesFly,2025-02-08 03:11:29,0,0,"[""SuperbowlLIX"", ""NFL"", ""ChiefsKingdom"", ""FlyEaglesFly""]",0,,fear,0.8142535090446472,anger,0.10252178460359573
1888063324027306056,Eddie Resurreccion,"Yes you do, Kareem Hunt. The Chiefs gave you a second chance and it all comes down to Super Bowl Sunday.

Time to go get that ring you've been chasing! Doing it with Mahomes, Kelce and Reid will make it all the more satisfying.

#ChiefsKingdom #SBLIX 
https://t.co/9CgZcAfKDY",2025-02-08 03:12:29,1,1,"[""ChiefsKingdom"", ""SBLIX""]",0,,fear,0.6351409554481506,joy,0.19022423028945923
1888064434167263449,FanDuel,"Will a 4th Super Bowl title cement Andy Reids GOAT status? 

Via @nave2192  | #NFL | #ChiefsKingdom https://t.co/aOJSo66zku",2025-02-08 03:16:54,1,14,"[""NFL"", ""ChiefsKingdom""]",0,,fear,0.8404695987701416,anger,0.09861265867948532
1888064493785108613,Barkley Super Bowl LIX MVP,"We’re here for a reason. 🦅🔥

#FlyEaglesFly #NFL #SuperBowl https://t.co/tRdFbnsUBC",2025-02-08 03:17:08,4,19,"[""FlyEaglesFly"", ""NFL"", ""SuperBowl""]",0,,fear,0.8754377365112305,joy,0.07825689762830734
1888064651436421257,"Sean V. Bradley, CSP",Having a lot of fun in #NewOrleans for @NFL #SuperBowl Weekend 🏈 Repping #EaglesNation ! #GoEagles #FlyEaglesFly @Eagles #PhiladelphiaEagles are going to CRUSH @Chiefs #KansasCityChiefs on #SuperBowlSunday 😱 https://t.co/JkQYNKJBpD,2025-02-08 03:17:46,0,2,"[""NewOrleans"", ""SuperBowl"", ""EaglesNation"", ""GoEagles"", ""FlyEaglesFly"", ""PhiladelphiaEagles"", ""KansasCityChiefs"", ""SuperBowlSunday""]",0,,fear,0.677048921585083,joy,0.2599663734436035
1888065214462976428,Noroeste,"El mariscal de campo de los #Chiefs de #KansasCity, Patrick Mahomes, consideró que “sería genial” que el Presidente de Estados Unidos Donald Trump asistiera al #SuperBowl del domingo en Nueva Orleans
🏈 https://t.co/Cxrh7hGZOx https://t.co/29AWtsLgy8",2025-02-08 03:20:00,0,0,"[""Chiefs"", ""KansasCity"", ""SuperBowl""]",0,,fear,0.6847992539405823,anger,0.18115246295928955
1888065254346612905,Everygame Sportsbook Official,"Already one of the greatest #TE of all time in the #NFL, will Travis #Kelce further underline his status with a huge game against the #Eagles? Check out our #SuperBowl special https://t.co/h02Um79iR3  #SuperBowlLIX #Chiefs #Eagles #SBLIX #SuperBowl #ChiefsVsEagles #KCvsPHI",2025-02-08 03:20:09,0,0,"[""TE"", ""NFL"", ""Kelce"", ""Eagles"", ""SuperBowl"", ""SuperBowlLIX"", ""Chiefs"", ""Eagles"", ""SBLIX"", ""SuperBowl"", ""ChiefsVsEagles"", ""KCvsPHI""]",0,,fear,0.9234310388565063,anger,0.03895749896764755
1888065608350118051,SaudiWaudi,"I’m a fashion designer on the side and I gotta admit @JalenHurts is the #bestDressed QuarterBack in the NFL ,idc! It cost to be the Boss! My QB1! 🔥
#flyEaglesFly #PhiladelphiaEagles #SidelinewithSaud #Nfl #sports #Football #Mahomes #Superbowl https://t.co/M7NhktMBMH",2025-02-08 03:21:34,0,1,"[""bestDressed"", ""flyEaglesFly"", ""PhiladelphiaEagles"", ""SidelinewithSaud"", ""Nfl"", ""sports"", ""Football"", ""Mahomes"", ""Superbowl""]",0,,fear,0.8617273569107056,anger,0.056479740887880325
1888066078510637383,Federico Olvera,"Steve Spagnuolo habló sobre su motivación para ganar el #SBLIX, sobre el plan de juego, en relación al liderazgo de Andy Reid y sobre su cariño por México. #NFL #ChiefsKingdom @chiefs #SBLIX #SuperBowl #SuperBowlLIX #CGN-noticias #NewOrleans https://t.co/BRYmgO9FWc",2025-02-08 03:23:26,0,0,"[""SBLIX"", ""NFL"", ""ChiefsKingdom"", ""SBLIX"", ""SuperBowl"", ""SuperBowlLIX"", ""CGN"", ""NewOrleans""]",0,,fear,0.6524487137794495,anger,0.24307511746883392
1888067149895205055,Ryan Ye,"Former #Eagles player and York native Ron Johnson is using his #NFL journey to educate the next generation. Between @rstarsfootball and @psfcabig33, he is helping athletes reach their potential on and off the field.
Full story on @FOX43 and @FOX43Sports: https://t.co/U3i1DAVQfZ",2025-02-08 03:27:41,0,1,"[""Eagles"", ""NFL""]",0,,fear,0.6431544423103333,joy,0.1409544050693512
1888068056426963043,QWIKET NFL,"https://t.co/BrWUumbkzm #nfl #FlyEaglesFly The latest podcast episode is packed with insights as the NFL on Fox team discusses the upcoming Super Bowl matchup between the Eagles and the Chiefs. With a vibrant backdrop on Bourbon Street, they recount engaging interviews with NFL",2025-02-08 03:31:17,0,0,"[""nfl"", ""FlyEaglesFly""]",0,,joy,0.6917407512664795,fear,0.2465410977602005
1888068496518471828,random_interests123,"I hate the internet yo 🤣
#Eagles #FlyEaglesFly #philly #GoBirds #SuperBowl #chiefs",2025-02-08 03:33:02,0,2,"[""Eagles"", ""FlyEaglesFly"", ""philly"", ""GoBirds"", ""SuperBowl"", ""chiefs""]",0,,fear,0.9619903564453125,anger,0.023114457726478577
1888069472428200319,Vic,I’m to the point where I’m tired of defending Jalen Hurts…show me the final score to the #superbowl and then ask me if I think he’s a good QB. #FlyEaglesFly,2025-02-08 03:36:55,0,0,"[""superbowl"", ""FlyEaglesFly""]",0,,fear,0.8725963234901428,anger,0.053891584277153015
1888069744118333631,Shane Lambert,"#Chiefs vs #Eagles prediction and injury report for Sunday, Feb 9th, 2025.  Why the gig is up for the KC.

#KansasCity #Philadelphia #NFL #FlyEaglesFly #ChiefsKingdom #KansasCityChiefs #PhiladelphiaEagles #KCvsPHI #injuries #SuperBowlLIX #SuperBowl2025

https://t.co/AzDWPCRTEz",2025-02-08 03:38:00,0,0,"[""Chiefs"", ""Eagles"", ""KansasCity"", ""Philadelphia"", ""NFL"", ""FlyEaglesFly"", ""ChiefsKingdom"", ""KansasCityChiefs"", ""PhiladelphiaEagles"", ""KCvsPHI"", ""injuries"", ""SuperBowlLIX"", ""SuperBowl2025""]",0,,fear,0.9206570386886597,anger,0.028207436203956604
1888069850225934631,Mike Buck,"📣 New Podcast! ""Chiefs vs Eagles; Super Bowl Time!"" on @Spreaker #chiefskingdom #flyeaglesfly #kcvsphi #nfl #nflawards #ravensflock #superbowllix #togetheblue https://t.co/sd3myPwwnc",2025-02-08 03:38:25,0,0,"[""chiefskingdom"", ""flyeaglesfly"", ""kcvsphi"", ""nfl"", ""nflawards"", ""ravensflock"", ""superbowllix"", ""togetheblue""]",0,,fear,0.6108323335647583,anger,0.31943279504776
1888069942647603390,Zack,#NFL.  #Chiefs.  #Eagles.   https://t.co/dKdYkHyLyb,2025-02-08 03:38:47,0,1,"[""NFL"", ""Chiefs"", ""Eagles""]",0,,fear,0.7392916679382324,joy,0.11262291669845581
1888069980731703648,Cuan Central,"@BTCCexchange Feels good to be part of this amazing project with great prospect,really anticipating both profitable and productive outcomes.

@RembulanCrypto 
@RafiHikam 
@sonicblue768

 My prediction win #Eagles 
#SBLIX",2025-02-08 03:38:56,0,0,"[""Eagles"", ""SBLIX""]",0,,fear,0.594619631767273,joy,0.3056809604167938
1888070890341986717,MackTightRadio,"🚨🚨🚨AVAILABLE NOW ON THE #MackTightNetwork, Tha Ready 2 Learn Show 🔥‼️ Season 8 The #SuperBowl Between The #PhiladelphiaEagles ❌ #KansasCityChiefs Is 2 Days Away, Are You Rockin With #PatrickMahomes ❌ The #Chiefs or #JalenHurts ❌ The #Eagles?? 👀 #SuperBowlLIV https://t.co/ZCKtCVuBtB",2025-02-08 03:42:33,0,0,"[""MackTightNetwork"", ""SuperBowl"", ""PhiladelphiaEagles"", ""KansasCityChiefs"", ""PatrickMahomes"", ""Chiefs"", ""JalenHurts"", ""Eagles"", ""SuperBowlLIV"", ""SuperBowlWeekend"", ""NFLPlayoffs"", ""RokuTV"", ""FireTV"", ""MackTight""]",0,,fear,0.9279143214225769,anger,0.04161134362220764
1888070971250143257,Mike Buck,"📣 New Podcast! ""How can the Chiefs stop Barkley?"" on @Spreaker #chiefskingdom #flyeaglesfly #kcvsphi #nfl https://t.co/MXacm60acT",2025-02-08 03:42:52,0,0,"[""chiefskingdom"", ""flyeaglesfly"", ""kcvsphi"", ""nfl""]",0,,fear,0.8715580105781555,anger,0.08133389055728912
1888071149709660410,Ali Shark,"I live in Utah and stay dappered down with my Eagles gear… ran into a few KC fans today (remember there is a lot more out here than the Philly area) and let me tell you… they are shook! 

They know what’s coming 

#flyeaglesfly #NFL",2025-02-08 03:43:35,0,0,"[""flyeaglesfly"", ""NFL""]",0,,fear,0.9832141399383545,anger,0.007561770733445883
1888071175936393446,Mack Joka,"Season 8 The #SuperBowl Between The #PhiladelphiaEagles ❌ #KansasCityChiefs Is 2 Days Away, Are You Rockin With #PatrickMahomes ❌ The #Chiefs or #JalenHurts ❌ The #Eagles?? 👀 #SuperBowlLIV #SuperBowlWeekend #NFLPlayoffs 🏈 - [WATCH On #RokuTV ❌ #FireTV On Channel #MackTight] https://t.co/EmNlYrD6eb",2025-02-08 03:43:41,0,0,"[""SuperBowl"", ""PhiladelphiaEagles"", ""KansasCityChiefs"", ""PatrickMahomes"", ""Chiefs"", ""JalenHurts"", ""Eagles"", ""SuperBowlLIV"", ""SuperBowlWeekend"", ""NFLPlayoffs"", ""RokuTV"", ""FireTV"", ""MackTight""]",0,,fear,0.8984879851341248,anger,0.07190541177988052
1888071710915633516,GotdemCards,"Bill Romanowski Philadelphia #Eagles 1994 Upper Deck #44 #FlyEaglesFly 

$1 OBO 

🏆 If you Repost This your Awesome 

🏆 If you tag people into this post Your Amazing

#TheHobbyFamily  #THFpro #thehobby #NFLonX #sportscardsforsale #NFL #football #sportscards #FootballCards https://t.co/cQPezYaraR",2025-02-08 03:45:49,0,0,"[""Eagles"", ""FlyEaglesFly"", ""TheHobbyFamily"", ""THFpro"", ""thehobby"", ""NFLonX"", ""sportscardsforsale"", ""NFL"", ""football"", ""sportscards"", ""FootballCards""]",0,,fear,0.8645434379577637,anger,0.11422625184059143
1888072112725721117,Jersey Birds,"My favorite pick for the #Eagles in the 2025 NFL Draft right now is Donovan Ezeiruaku, OLB from Boston College. That dude can play

#NFLDraft2025 #NFL",2025-02-08 03:47:25,0,0,"[""Eagles"", ""NFLDraft2025"", ""NFL""]",0,,fear,0.6657207012176514,joy,0.1495099812746048
1888073217262199133,flutie's girl,"#DatelineNails are here! we all know who i want in the #SuperBowl but i still have to represent!
the green is actually on all nails. the silver was supposed to be more sheer but oh well

#Dateline @DatelineNBC @DatelineNBC 
#Eagles #FlyEaglesFly  Go Birds! https://t.co/WLvFxjH4g8",2025-02-08 03:51:48,1,12,"[""DatelineNails"", ""SuperBowl"", ""Dateline"", ""Eagles"", ""FlyEaglesFly""]",0,,fear,0.701226532459259,anger,0.13526639342308044
1888073460053614637,Mike Ortiz,"Chills…LFG! #FlyEaglesFly #SBLIX
 https://t.co/TJll648Azo",2025-02-08 03:52:46,0,0,"[""FlyEaglesFly"", ""SBLIX""]",0,,fear,0.5417585968971252,joy,0.3835441470146179
1888074007414456769,MARCA América 🇲🇽,"Jugadores del Atleti pronostican al ganador del Superbowl LIX 🔮🏈

🎥 Atleti

#atleticomadrid #kansascity #chiefs #philadelphiaeagles #superbowl #nfl #marcaamerica #marcamexico https://t.co/bVc0vA7lyi",2025-02-08 03:54:56,0,0,"[""atleticomadrid"", ""kansascity"", ""chiefs"", ""philadelphiaeagles"", ""superbowl"", ""nfl"", ""marcaamerica"", ""marcamexico""]",0,,anger,0.7068288922309875,fear,0.16141226887702942
1888074399502282834,Mike Buck,"📣 New Podcast! ""Chiefs can beat the Eagles if.."" on @Spreaker #chiefskingdom #flyeaglesfly #kcvsphi #nfl https://t.co/9ysExCsCMm",2025-02-08 03:56:30,0,0,"[""chiefskingdom"", ""flyeaglesfly"", ""kcvsphi"", ""nfl""]",0,,fear,0.7367205619812012,anger,0.17049169540405273
1888074775815225795,🦅 EAGLES SUPER BOWL BOUND 🦅,Eagles Win! Eagles Win! Pin it! #SuperBowl #FlyEaglesFly,2025-02-08 03:57:59,0,0,"[""SuperBowl"", ""FlyEaglesFly""]",0,,joy,0.5180655121803284,fear,0.3047742247581482
